root,target,path,cost
17,30,null,null
17,31,null,null
17,32,null,null
17,33,null,null
17,34,null,null
17,35,null,null
17,36,36 <- 28 <- 17,22
17,37,37 <- 28 <- 17,15
17,38,null,null
17,39,null,null
17,40,40 <- 28 <- 17,9
17,41,null,null
17,42,null,null
17,43,43 <- 17,2
17,44,44 <- 43 <- 17,9
17,45,45 <- 29 <- 17,24
17,46,46 <- 28 <- 17,11
17,47,47 <- 17,3
17,48,null,null
17,49,null,null
17,50,null,null
17,51,51 <- 40 <- 28 <- 17,23
17,52,null,null
17,53,53 <- 17,6
17,54,54 <- 28 <- 17,14
17,55,55 <- 44 <- 43 <- 17,22
17,56,56 <- 17,7
17,57,57 <- 43 <- 17,13
17,58,58 <- 46 <- 28 <- 17,24
17,59,59 <- 44 <- 43 <- 17,13
17,60,null,null
17,61,61 <- 17,15
17,62,62 <- 43 <- 17,4
17,63,63 <- 29 <- 17,21
17,64,null,null
17,65,65 <- 28 <- 17,17
17,66,66 <- 53 <- 17,15
17,67,null,null
17,68,68 <- 40 <- 28 <- 17,24
17,69,69 <- 37 <- 28 <- 17,17
17,70,null,null
17,71,71 <- 46 <- 28 <- 17,16
17,72,null,null
17,73,73 <- 66 <- 53 <- 17,20
17,74,74 <- 61 <- 17,19
17,75,75 <- 45 <- 29 <- 17,37
17,76,76 <- 66 <- 53 <- 17,19
17,77,77 <- 71 <- 46 <- 28 <- 17,24
17,78,78 <- 56 <- 17,20
17,79,79 <- 43 <- 17,11
17,80,80 <- 56 <- 17,10
17,81,81 <- 40 <- 28 <- 17,11
17,82,82 <- 57 <- 43 <- 17,22
17,83,83 <- 44 <- 43 <- 17,14
17,84,84 <- 36 <- 28 <- 17,34
17,85,85 <- 61 <- 17,20
17,86,86 <- 76 <- 66 <- 53 <- 17,21
17,87,null,null
17,88,88 <- 53 <- 17,9
17,89,89 <- 78 <- 56 <- 17,29
17,90,90 <- 47 <- 17,5
17,91,91 <- 78 <- 56 <- 17,27
17,92,92 <- 47 <- 17,7
17,93,93 <- 43 <- 17,11
17,94,null,null
17,95,95 <- 56 <- 17,11
17,96,96 <- 92 <- 47 <- 17,16
17,97,97 <- 56 <- 17,9
17,98,98 <- 53 <- 17,21
17,99,99 <- 53 <- 17,12
17,100,100 <- 63 <- 29 <- 17,26
18,19,null,null
18,20,null,null
18,21,21 <- 18,12
18,22,22 <- 18,4
18,23,null,null
18,24,null,null
18,25,null,null
18,26,null,null
18,27,27 <- 22 <- 18,6
18,28,null,null
18,29,null,null
18,30,null,null
18,31,31 <- 22 <- 18,12
18,32,null,null
18,33,null,null
18,34,null,null
18,35,null,null
18,36,36 <- 31 <- 22 <- 18,23
18,37,37 <- 21 <- 18,20
18,38,null,null
18,39,null,null
18,40,40 <- 27 <- 22 <- 18,8
18,41,null,null
18,42,null,null
18,43,null,null
18,44,44 <- 31 <- 22 <- 18,18
18,45,null,null
18,46,46 <- 22 <- 18,19
18,47,47 <- 40 <- 27 <- 22 <- 18,11
18,48,null,null
18,49,null,null
18,50,null,null
18,51,51 <- 40 <- 27 <- 22 <- 18,22
18,52,null,null
18,53,null,null
18,54,null,null
18,55,55 <- 44 <- 31 <- 22 <- 18,31
18,56,null,null
18,57,null,null
18,58,58 <- 46 <- 22 <- 18,32
18,59,59 <- 44 <- 31 <- 22 <- 18,22
18,60,null,null
18,61,null,null
18,62,62 <- 58 <- 46 <- 22 <- 18,40
18,63,63 <- 22 <- 18,6
18,64,64 <- 18,14
18,65,65 <- 64 <- 18,28
18,66,null,null
18,67,67 <- 31 <- 22 <- 18,18
18,68,68 <- 40 <- 27 <- 22 <- 18,23
18,69,69 <- 37 <- 21 <- 18,22
18,70,70 <- 22 <- 18,16
18,71,71 <- 46 <- 22 <- 18,24
18,72,null,null
18,73,73 <- 65 <- 64 <- 18,32
18,74,74 <- 37 <- 21 <- 18,28
18,75,75 <- 58 <- 46 <- 22 <- 18,47
18,76,76 <- 71 <- 46 <- 22 <- 18,34
18,77,77 <- 71 <- 46 <- 22 <- 18,32
18,78,null,null
18,79,79 <- 31 <- 22 <- 18,14
18,80,80 <- 40 <- 27 <- 22 <- 18,21
18,81,81 <- 40 <- 27 <- 22 <- 18,10
18,82,82 <- 55 <- 44 <- 31 <- 22 <- 18,35
18,83,83 <- 44 <- 31 <- 22 <- 18,23
18,84,84 <- 36 <- 31 <- 22 <- 18,35
18,85,85 <- 82 <- 55 <- 44 <- 31 <- 22 <- 18,50
18,86,86 <- 76 <- 71 <- 46 <- 22 <- 18,36
18,87,null,null
18,88,88 <- 46 <- 22 <- 18,29
18,89,null,null
18,90,90 <- 47 <- 40 <- 27 <- 22 <- 18,13
18,91,null,null
18,92,92 <- 47 <- 40 <- 27 <- 22 <- 18,15
18,93,93 <- 47 <- 40 <- 27 <- 22 <- 18,24
18,94,94 <- 70 <- 22 <- 18,23
18,95,null,null
18,96,96 <- 63 <- 22 <- 18,12
18,97,97 <- 76 <- 71 <- 46 <- 22 <- 18,37
18,98,null,null
18,99,99 <- 83 <- 44 <- 31 <- 22 <- 18,37
18,100,100 <- 63 <- 22 <- 18,11
19,20,null,null
19,21,null,null
19,22,null,null
19,23,null,null
19,24,null,null
19,25,null,null
19,26,null,null
19,27,null,null
19,28,null,null
19,29,null,null
19,30,null,null
19,31,null,null
19,32,null,null
19,33,null,null
19,34,null,null
19,35,null,null
19,36,null,null
19,37,null,null
19,38,null,null
19,39,null,null
19,40,null,null
19,41,null,null
19,42,null,null
19,43,null,null
19,44,null,null
19,45,null,null
19,46,null,null
19,47,null,null
19,48,null,null
19,49,null,null
19,50,null,null
19,51,null,null
19,52,null,null
19,53,null,null
19,54,null,null
19,55,null,null
19,56,null,null
19,57,null,null
19,58,null,null
19,59,null,null
19,60,null,null
19,61,61 <- 19,2
19,62,null,null
19,63,null,null
19,64,null,null
19,65,null,null
19,66,null,null
19,67,null,null
19,68,null,null
19,69,null,null
19,70,null,null
19,71,null,null
19,72,null,null
19,73,null,null
19,74,74 <- 61 <- 19,6
19,75,null,null
19,76,76 <- 61 <- 19,10
19,77,null,null
19,78,null,null
19,79,null,null
19,80,null,null
19,81,null,null
19,82,82 <- 61 <- 19,12
19,83,null,null
19,84,null,null
19,85,85 <- 61 <- 19,7
19,86,86 <- 76 <- 61 <- 19,12
19,87,null,null
19,88,null,null
19,89,null,null
19,90,null,null
19,91,null,null
19,92,92 <- 85 <- 61 <- 19,9
19,93,null,null
19,94,null,null
19,95,null,null
19,96,96 <- 92 <- 85 <- 61 <- 19,18
19,97,97 <- 76 <- 61 <- 19,13
19,98,null,null
19,99,null,null
19,100,null,null
20,21,null,null
20,22,null,null
20,23,null,null
20,24,24 <- 20,7
20,25,null,null
20,26,null,null
20,27,null,null
20,28,null,null
20,29,null,null
20,30,null,null
20,31,null,null
20,32,null,null
20,33,null,null
20,34,null,null
20,35,null,null
20,36,null,null
20,37,null,null
20,38,null,null
20,39,null,null
20,40,null,null
20,41,null,null
20,42,null,null
20,43,null,null
20,44,null,null
20,45,null,null
20,46,null,null
20,47,null,null
20,48,null,null
20,49,null,null
20,50,null,null
20,51,null,null
20,52,null,null
20,53,null,null
20,54,null,null
20,55,null,null
20,56,null,null
20,57,null,null
20,58,58 <- 24 <- 20,16
20,59,null,null
20,60,null,null
20,61,null,null
20,62,62 <- 58 <- 24 <- 20,24
20,63,null,null
20,64,null,null
20,65,null,null
20,66,66 <- 24 <- 20,22
20,67,null,null
20,68,null,null
20,69,null,null
20,70,null,null
20,71,null,null
20,72,null,null
20,73,73 <- 66 <- 24 <- 20,27
20,74,null,null
20,75,75 <- 58 <- 24 <- 20,31
20,76,76 <- 66 <- 24 <- 20,26
20,77,null,null
20,78,null,null
20,79,79 <- 66 <- 24 <- 20,32
20,80,null,null
20,81,null,null
20,82,null,null
20,83,83 <- 79 <- 66 <- 24 <- 20,47
20,84,null,null
20,85,null,null
20,86,86 <- 76 <- 66 <- 24 <- 20,28
20,87,null,null
20,88,null,null
20,89,null,null
20,90,null,null
20,91,null,null
20,92,null,null
20,93,null,null
20,94,null,null
20,95,95 <- 66 <- 24 <- 20,37
20,96,null,null
20,97,97 <- 76 <- 66 <- 24 <- 20,29
20,98,null,null
20,99,99 <- 83 <- 79 <- 66 <- 24 <- 20,61
20,100,null,null
21,22,null,null
21,23,null,null
21,24,null,null
21,25,null,null
21,26,null,null
21,27,null,null
21,28,null,null
21,29,null,null
21,30,null,null
21,31,null,null
21,32,null,null
21,33,null,null
21,34,null,null
21,35,null,null
21,36,null,null
21,37,37 <- 21,8
21,38,null,null
21,39,null,null
21,40,null,null
21,41,null,null
21,42,null,null
21,43,null,null
21,44,null,null
21,45,null,null
21,46,null,null
21,47,null,null
21,48,null,null
21,49,null,null
21,50,null,null
21,51,null,null
21,52,null,null
21,53,null,null
21,54,null,null
21,55,null,null
21,56,null,null
21,57,null,null
21,58,null,null
21,59,null,null
21,60,null,null
21,61,null,null
21,62,null,null
21,63,null,null
21,64,null,null
21,65,null,null
21,66,null,null
21,67,null,null
21,68,null,null
21,69,69 <- 37 <- 21,10
21,70,null,null
21,71,null,null
21,72,null,null
21,73,null,null
21,74,74 <- 37 <- 21,16
21,75,null,null
21,76,null,null
21,77,null,null
21,78,null,null
21,79,null,null
21,80,null,null
21,81,null,null
21,82,null,null
21,83,null,null
21,84,null,null
21,85,null,null
21,86,null,null
21,87,null,null
21,88,null,null
21,89,null,null
21,90,null,null
21,91,null,null
21,92,null,null
21,93,null,null
21,94,null,null
21,95,null,null
21,96,null,null
21,97,null,null
21,98,null,null
21,99,null,null
21,100,null,null
22,23,null,null
22,24,null,null
22,25,null,null
22,26,null,null
22,27,27 <- 22,2
22,28,null,null
22,29,null,null
22,30,null,null
22,31,31 <- 22,8
22,32,null,null
22,33,null,null
22,34,null,null
22,35,null,null
22,36,36 <- 31 <- 22,19
22,37,null,null
22,38,null,null
22,39,null,null
22,40,40 <- 27 <- 22,4
22,41,null,null
22,42,null,null
22,43,null,null
22,44,44 <- 31 <- 22,14
22,45,null,null
22,46,46 <- 22,15
22,47,47 <- 40 <- 27 <- 22,7
22,48,null,null
22,49,null,null
22,50,null,null
22,51,51 <- 40 <- 27 <- 22,18
22,52,null,null
22,53,null,null
22,54,null,null
22,55,55 <- 44 <- 31 <- 22,27
22,56,null,null
22,57,null,null
22,58,58 <- 46 <- 22,28
22,59,59 <- 44 <- 31 <- 22,18
22,60,null,null
22,61,null,null
22,62,62 <- 58 <- 46 <- 22,36
22,63,63 <- 22,2
22,64,null,null
22,65,null,null
22,66,null,null
22,67,67 <- 31 <- 22,14
22,68,68 <- 40 <- 27 <- 22,19
22,69,69 <- 46 <- 22,24
22,70,70 <- 22,12
22,71,71 <- 46 <- 22,20
22,72,null,null
22,73,73 <- 55 <- 44 <- 31 <- 22,34
22,74,null,null
22,75,75 <- 58 <- 46 <- 22,43
22,76,76 <- 71 <- 46 <- 22,30
22,77,77 <- 71 <- 46 <- 22,28
22,78,null,null
22,79,79 <- 31 <- 22,10
22,80,80 <- 40 <- 27 <- 22,17
22,81,81 <- 40 <- 27 <- 22,6
22,82,82 <- 55 <- 44 <- 31 <- 22,31
22,83,83 <- 44 <- 31 <- 22,19
22,84,84 <- 36 <- 31 <- 22,31
22,85,85 <- 82 <- 55 <- 44 <- 31 <- 22,46
22,86,86 <- 76 <- 71 <- 46 <- 22,32
22,87,null,null
22,88,88 <- 46 <- 22,25
22,89,null,null
22,90,90 <- 47 <- 40 <- 27 <- 22,9
22,91,null,null
22,92,92 <- 47 <- 40 <- 27 <- 22,11
22,93,93 <- 47 <- 40 <- 27 <- 22,20
22,94,94 <- 70 <- 22,19
22,95,null,null
22,96,96 <- 63 <- 22,8
22,97,97 <- 76 <- 71 <- 46 <- 22,33
22,98,null,null
22,99,99 <- 83 <- 44 <- 31 <- 22,33
22,100,100 <- 63 <- 22,7
23,24,null,null
23,25,25 <- 23,3
23,26,null,null
23,27,null,null
23,28,null,null
23,29,29 <- 23,5
23,30,null,null
23,31,null,null
23,32,null,null
23,33,null,null
23,34,null,null
23,35,null,null
23,36,36 <- 29 <- 23,15
23,37,null,null
23,38,null,null
23,39,null,null
23,40,null,null
23,41,null,null
23,42,null,null
23,43,null,null
23,44,null,null
23,45,45 <- 29 <- 23,14
23,46,null,null
23,47,null,null
23,48,null,null
23,49,null,null
23,50,null,null
23,51,null,null
23,52,null,null
23,53,null,null
23,54,null,null
23,55,null,null
23,56,null,null
23,57,null,null
23,58,null,null
23,59,null,null
23,60,null,null
23,61,null,null
23,62,null,null
23,63,63 <- 29 <- 23,11
23,64,null,null
23,65,null,null
23,66,null,null
23,67,null,null
23,68,null,null
23,69,null,null
23,70,null,null
23,71,71 <- 45 <- 29 <- 23,21
23,72,null,null
23,73,null,null
23,74,null,null
23,75,75 <- 45 <- 29 <- 23,27
23,76,76 <- 45 <- 29 <- 23,27
23,77,77 <- 71 <- 45 <- 29 <- 23,29
23,78,78 <- 29 <- 23,11
23,79,null,null
23,80,null,null
23,81,null,null
23,82,null,null
23,83,83 <- 45 <- 29 <- 23,27
23,84,84 <- 36 <- 29 <- 23,27
23,85,null,null
23,86,86 <- 76 <- 45 <- 29 <- 23,29
23,87,null,null
23,88,null,null
23,89,89 <- 78 <- 29 <- 23,20
23,90,null,null
23,91,91 <- 78 <- 29 <- 23,18
23,92,null,null
23,93,93 <- 78 <- 29 <- 23,17
23,94,null,null
23,95,null,null
23,96,96 <- 63 <- 29 <- 23,17
23,97,97 <- 76 <- 45 <- 29 <- 23,30
23,98,null,null
23,99,99 <- 83 <- 45 <- 29 <- 23,41
23,100,100 <- 63 <- 29 <- 23,16
24,25,null,null
24,26,null,null
24,27,null,null
24,28,null,null
24,29,null,null
24,30,null,null
24,31,null,null
24,32,null,null
24,33,null,null
24,34,null,null
24,35,null,null
24,36,null,null
24,37,null,null
24,38,null,null
24,39,null,null
24,40,null,null
24,41,null,null
24,42,null,null
24,43,null,null
24,44,null,null
24,45,null,null
24,46,null,null
24,47,null,null
24,48,null,null
24,49,null,null
24,50,null,null
24,51,null,null
24,52,null,null
24,53,null,null
24,54,null,null
24,55,null,null
24,56,null,null
24,57,null,null
24,58,58 <- 24,9
24,59,null,null
24,60,null,null
24,61,null,null
24,62,62 <- 58 <- 24,17
24,63,null,null
24,64,null,null
24,65,null,null
24,66,66 <- 24,15
24,67,null,null
24,68,null,null
24,69,null,null
24,70,null,null
24,71,null,null
24,72,null,null
24,73,73 <- 66 <- 24,20
24,74,null,null
24,75,75 <- 58 <- 24,24
24,76,76 <- 66 <- 24,19
24,77,null,null
24,78,null,null
24,79,79 <- 66 <- 24,25
24,80,null,null
24,81,null,null
24,82,null,null
24,83,83 <- 79 <- 66 <- 24,40
24,84,null,null
24,85,null,null
24,86,86 <- 76 <- 66 <- 24,21
24,87,null,null
24,88,null,null
24,89,null,null
24,90,null,null
24,91,null,null
24,92,null,null
24,93,null,null
24,94,null,null
24,95,95 <- 66 
